218/11/67/c|Hersmunch||cCN,cCI,cCX,hCN,hCI,hCX
219/11/81|Hersmunch||CN,CI,CX
220/11/62/c|Hersmunch||
220/11/76|Hersmunch||
221/11/61/c|Hersmunch/12345ieee||
221/11/68|Hersmunch||
223/11/59/c|Hersmunch/12345ieee||
223/11/64|Hersmunch||
225/11/58/c|Hersmunch/12345ieee||
225/11/63|Hersmunch||
226/11/60|Hersmunch||
227/9/57|jpgrossman||
228/9/43/c|Hersmunch/12345ieee||
233/9/51|Hersmunch||
234/9/47|Hersmunch||
238/9/44|Hersmunch||
287/6/38/c|easone/LongingForRest||
288/6/37/c|easone/LongingForRest||
289/6/38|easone/LongingForRest||
292/6/37|easone/LongingForRest||
296/6/36/c|easone/LongingForRest||
343/4/39/c|easone/LongingForRest/12345ieee||cNC,hNC
343/4/41|easone/LongingForRest/Hersmunch||NC
349/4/38/c|easone/LongingForRest||
349/4/40|easone/LongingForRest||
352/4/39|easone/LongingForRest||
358/4/37|easone/LongingForRest||
364/4/33|easone||
373/4/32|easone||
382/4/31|easone||
391/4/30|easone||NX,cNX,hNX
426/4/29|easone||
441/4/28/c|easone||
498/7/28|LongingForRest||
612/6/27|LongingForRest||
617/4/28|easone||
619/6/26|LongingForRest||
622/4/27|Hersmunch||
649/6/25|LongingForRest||
661/4/25|easone||
704/5/23|LongingForRest||
736/4/22|jpgrossman||
849/4/21|Hersmunch||NI,IC,IN,IX,cNI,cIC,cIN,cIX,hNI,hIC,hIN,hIX
