116/10/145/h|easone||hCN,hCI,hCX
122/10/144/h|easone||
258/9/97/c|Hersmunch/LongingForRest||cCN,cCI,cCX
261/9/96/c|Hersmunch/LongingForRest||
262/8/91/c|Hersmunch/LongingForRest||
264/7/89/c|Hersmunch/LongingForRest||
267/7/86/c|LongingForRest||
267/7/92|Hersmunch/LongingForRest||CN,CI,CX
268/7/84/c|LongingForRest||
269/7/82/c|LongingForRest||
269/7/87|LongingForRest||
270/7/85|LongingForRest||
272/7/84|LongingForRest||
274/7/81/c|LongingForRest||
276/7/80|LongingForRest||
280/7/78|LongingForRest||
283/7/76|LongingForRest||
285/7/73|LongingForRest||
287/7/70/c|Hersmunch||
292/7/71|LongingForRest||
297/7/70|easone||
313/7/64/c|easone||
330/7/64|easone||
331/5/62/c|easone||
351/5/62|easone||
504/6/42|easone||
505/6/40|easone||
510/6/38|easone||
517/6/37|easone||
626/5/41|easone||
627/5/39|easone||
631/5/37|easone||
717/6/36|easone||
722/3/41|easone||NC,cNC,hNC
728/5/36|easone||
736/4/38|easone||
738/3/39|easone||
762/6/32|easone||
783/3/37|easone||
820/4/36|easone||
842/3/32|Brian142857/LongingForRest/Hersmunch||
881/3/31|Brian142857/LongingForRest||
1155/3/28|easone||
1261/3/27|easone||
1347/3/25|easone||
1368/3/19|easone||
1389/3/18|Brian142857||NX,cNX,hNX
2145/3/12|Brian142857/LongingForRest||
4014/3/10|_Fluff_||NI,IC,IN,IX,cNI,cIC,cIN,cIX,hNI,hIC,hIN,hIX
