152/11/64|LongingForRest/Brian142857||CN,CI,CX,cCN,cCI,cCX,hCN,hCI,hCX
153/11/62|LongingForRest/Brian142857||
155/10/61|LongingForRest/Brian142857||
156/9/61|LongingForRest/Brian142857||
158/9/58|LongingForRest/Brian142857||
210/6/37|yut32/LongingForRest||
212/8/35|yut32/LongingForRest||
221/6/35|yut23/LongingForRest||
222/8/33|yut23/LongingForRest||
232/5/50|LongingForRest/12345ieee/Hersmunch||NC,cNC,hNC
234/6/34|yut23/LongingForRest||
235/5/49|LongingForRest/12345ieee||
235/8/32|yut23/LongingForRest||
236/5/47|LongingForRest/12345ieee||
240/5/38|easone||
250/5/35|easone||NX,cNX,hNX
293/5/34|Brian142857/LongingForRest/easone||
294/5/33|Brian142857/LongingForRest/easone||
298/5/32|Brian142857/LongingForRest/easone||
299/5/30|Brian142857/LongingForRest/easone||
311/5/29|Brian142857/LongingForRest/easone||
389/5/28|Brian142857/LongingForRest/easone||
431/5/27|Brian142857/LongingForRest/easone||
486/5/25|LongingForRest||
515/5/24|LongingForRest/easone||
670/5/23|LongingForRest||NI,IC,IN,IX,cNI,cIC,cIN,cIX,hNI,hIC,hIN,hIX
