315/9/52/c|Hersmunch||cCN,cCI,cCX,hCN,hCI,hCX
317/9/50/c|Hersmunch||
317/9/59|Hersmunch||CN,CI,CX
318/8/54/c|12345AIII||
318/9/49/c|Hersmunch||
318/9/58|Hersmunch||
319/8/51/c|Hersmunch||
320/8/48/c|Hersmunch||
323/8/52|Hersmunch||
325/9/47/c|Hersmunch||
327/9/46/c|Hersmunch||
328/8/47/c|Hersmunch||
344/9/45/c|Hersmunch||
345/9/44/c|Hersmunch||
352/8/44/c|Hersmunch||
355/8/42/c|Hersmunch||
355/8/45|Hersmunch||
356/8/44|Hersmunch||
369/7/64/c|LongingForRest||
371/7/61/c|LongingForRest||
373/7/58|LongingForRest||
375/7/57/c|LongingForRest||
376/7/55|LongingForRest||
377/7/54|LongingForRest||
392/6/51/c|12345AIII||
395/6/47/c|12345AIII||
398/6/46/c|12345AIII||
401/6/47|12345AIII||
404/6/46|12345AIII||
416/6/45/c|12345AIII||
422/6/45|12345AIII||
443/6/42|Brian142857/LongingForRest||
452/6/41/c|Brian142857/LongingForRest||
453/6/40|Brian142857/LongingForRest||
455/4/44/c|LongingForRest||
458/4/40/c|LongingForRest||
462/6/39|Brian142857/LongingForRest||
464/4/39/c|LongingForRest||
464/6/38|Brian142857/LongingForRest||
467/4/38/c|LongingForRest||
475/4/37/c|12345AIII||
476/4/40|LongingForRest||
480/6/36|Brian142857/LongingForRest||
482/4/38|LongingForRest||
487/4/36/c|12345AIII||
488/4/37|LongingForRest||
491/4/36|LongingForRest||
499/4/35|easone||
511/4/34|easone||
524/4/33|LongingForRest||
536/4/30|LongingForRest||
541/4/29|LongingForRest||
559/4/28|LongingForRest||
613/3/40|LongingForRest||NC,cNC,hNC
642/3/38|LongingForRest||
658/3/37|LongingForRest||NX,cNX,hNX
709/3/36/c|LongingForRest||
717/3/36|LongingForRest||
721/4/27/c|Hersmunch/LongingForRest||cIC,cIN,cIX,hIC,hIN,hIX
725/4/27|Hersmunch||IC,IN,IX
730/3/35|Hersmunch/LongingForRest||
772/3/34|Hersmunch/LongingForRest||
997/3/32/c|Hersmunch/LongingForRest||
1003/3/32|Hersmunch/LongingForRest||
1005/3/31|Hersmunch/LongingForRest||
1013/3/30/c|Hersmunch/LongingForRest||
1044/3/30|Hersmunch/LongingForRest||
3524/3/29/c|Hersmunch/LongingForRest||cNI,hNI
3548/3/29|Hersmunch||NI
